Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,title_clean,Total_Score,Score_Acc,Score_UI,Score_Tech
ZLQUIDWD,journalArticle,2020,"Abdalah, Ahmed Nabil; Mohamed, Ammar El Beltagy; Hefny, Hesham Ahmed",Proposed authentication protocol for IoT using blockchain and fog nodes,International Journal of Advanced Computer Science and Applications,,,10.14569/IJACSA.2020.0110491,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085353809&doi=10.14569%2FIJACSA.2020.0110491&partnerID=40&md5=fb1a697c152473d18c874f45ae674ae8,"The IoT offers enormous opportunities and also brings some challenges. Authentication considered one of the main challenges introduced by IoT. IoT devices are not able to protect themselves due to there limited processing and storage capabilities. Researchers proposed authentication algorithms with either a lack of scalability or vulnerable to cyberattacks. In this paper, we propose a decentralized token-based authentication based on fog computing and blockchain. The protocol provides a secure authentication protocol using access token, ECC cryptography, and also blockchain as decentralized identity storage. The blockchain uses cryptographic identifiers, records immutability, and provenance, which allows the implementation of a decentralized authentication protocol. These features ensure a light and secure identity management system. We evaluate this protocol communication between controller, gateways, and devices using AVISPA/ HLPSL, and results obtained from AVISPA simulation shows that our protocol is safe based on secrecy and strong authentication criteria. The paper uses four test cases to test the Ethereum smart contract implementation to ensure the system functions properly. © 2020 Science and Information Organization.",2020,2026/2/28 18:28,2026/2/28 18:28,,,,,,,,,,,,,,,,,,,,,,Type: Article,<p>Cited by: 6; Conference name: null; Conference sponsors: ; Conference code: null; Conference date: ; All Open Access; Gold Open Access</p>,,,Smart contract; Authentication; Cryptography; Fog computing; Internet of things; Fog; Cyber-attacks; Block-chain; Authentication protocols; Decentralised; Secure authentications; Authentication algorithm; Processing capability; Storage capability; Access token; Cryptographic identifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proposedauthenticationprotocolforiotusingblockchainandfognodes,10.0,4.0,3.0,3.0
ZE32X32I,journalArticle,2026,"Vodenicarski, Dalibor; Estadieu, Gérald",Hyperledger Fabric-Based Decentralised Digital Management System for Operational Excellence Using IoT,EAI/Springer Innovations in Communication and Computing,,,10.1007/978-3-031-93570-1_3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027212175&doi=10.1007%2F978-3-031-93570-1_3&partnerID=40&md5=377c73402bf5b803ac564b0f88460883,"This paper explores the potential of new decentralised and integrated digital management systems in supporting various industries through product lifecycle management, digital asset sharing, and efficient information management. These systems can significantly enhance traceability and user convenience. The utility of Blockchain protocols, backed by distributed ledger technology, is emphasised for providing solutions for Internet of Things (IoT) applications through edge computing. Blockchain technology is recognised as a key enabler in Industry 4.0, facilitating the creation of secure and efficient systems for cloud computing, business process management, and data management. The paper proposes a Blockchain-as-a-Service (BaaS) solution, integrating the Hyperledger Fabric (HLF) protocol with IoT devices. This solution employs a five-layered framework. Smart Contracts developed with the HLF protocol help enhance security and address IoT’s architectural challenges. The main challenges in integrating HLF with IoT are analysed, and novel applications of the HLF protocol in the machine economy are explored. The paper concludes by presenting a Blockchain framework and performance experiments, demonstrating promising results in IoT edge applications. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.",2026,2026/2/28 18:28,2026/2/28 18:28,,,,,,,,,,,,,,,,,,,,,,Type: Conference paper,<p>Cited by: 0</p>,,,Blockchain; Smart contract; Edge computing; Hyperledger fabric; Internet of things; Industry 4.0; Network security; Information management; Block-chain; Decentralised; Internet of thing; Internet protocols; Life cycle; Message queues; Management systems; Industrial management; Computerized management; Computerized management system; Decentralized digital management system; Digital integrated circuits; Enterprise resource management; Management information systems; Message queue telemetry transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyperledgerfabricbaseddecentraliseddigitalmanagementsystemforoperationalexcellenceusingiot,10.0,4.0,3.0,3.0
7X2D4V4H,journalArticle,2026,"Hu, Nan; Yang, Min",Cloud Solutions for Quality Management in Manufacturing,Communications in Computer and Information Science,,,10.1007/978-981-95-1331-4_5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017374939&doi=10.1007%2F978-981-95-1331-4_5&partnerID=40&md5=cb90c7dd8ced85801733d634c39125b8,"In modern manufacturing, quality management is crucial for ensuring products meet customer requirements and industry standards. Traditional quality inspection systems face limitations in data collection, analysis, and sharing. This paper presents a cloud-based quality inspection information management system designed to enhance inspection efficiency and accuracy, enable real-time data sharing and analysis, and reduce maintenance costs. The system integrates three-tier and microservices architecture with cloud computing and big data technologies to achieve real-time data collection, storage, and analysis. Key features include data collection and processing, real- time monitoring and alerting, data analysis and visualization, and system integration. Security and reliability are ensured through multi-layer data encryption, access control, and fault tolerance mechanisms. The paper concludes by summarizing the research outcomes and identifying future improvements, including deep learning for quality prediction, blockchain for traceability, edge computing, and intelligent operations. This system aims to provide an efficient, reliable, and secure solution for quality management in manufacturing, enhancing overall quality and competitiveness. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2026.",2026,2026/2/28 18:28,2026/2/28 18:28,,,,,,,,,,,,,,,,,,,,,,Type: Conference paper,<p>Cited by: 0</p>,,,Computer architecture; Edge computing; Big data; Information management; Data collection; Inspection; Data Sharing; Data visualization; Quality management; Data quality; Digital storage; Cloud-computing; Information analysis; Cloud computing architecture; Data acquisition; Data reduction; Time sharing systems; Management IS; Big data technology; Customer requirements; Data accuracy; Data technologies; Manufacturing quality; Microservice architecture; Real time data analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cloudsolutionsforqualitymanagementinmanufacturing,10.0,4.0,3.0,3.0
35Z6EJJ9,journalArticle,2025,"Tang, Xiangyun; Lou, Lidu; Peng, Ruiqi; Zhang, Tao; Liu, Zheng; Liu, Zhiquan; Kang, Jiawen; Han, Zhu; Niyato, Dusit (Tao)",A Verifiable Privacy-Preserving Cross-Chain Protocol for Trusted Vehicle Edge Computing,IEEE Transactions on Vehicular Technology,,,10.1109/TVT.2025.3625439,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019945739&doi=10.1109%2FTVT.2025.3625439&partnerID=40&md5=63d65b1d9b6c1e671d5c22d93d8169dc,"Vehicle Edge Computing (VEC) has emerged as a crucial element in modern vehicular computing systems, enhancing data processing efficiency between vehicles and nearby infrastructure, reducing latency, and improving the overall performance of intelligent transportation systems. However, VEC faces challenges, such as data inequality and privacy concerns, which may impede accurate data processing and decision-making across various components (e.g., vehicles, traffic signals, and roadside units). Existing studies attempt to address these challenges by relying on centralized servers to process cross-vehicle data. However, this approach introduces vulnerabilities, including single points of failure and potential performance bottlenecks. Moreover, many current methods overlook the need for data verifiability alongside privacy and security, thus complicating the traceability of data sources in vehicular environments. In this paper, we propose a verifiable, privacy-preserving cross-vehicle protocol based on relay chains, utilizing blockchain's distributed ledger technology to facilitate transparent and secure information sharing among vehicle edge nodes. Through tamper-proof bookkeeping and automated smart contracts, the protocol significantly enhances the efficiency and security of VEC. The relay chain functions as the central framework, employing homomorphic encryption and distributed private key technology to enable confidential data sharing and verifiable access to business-critical information across nodes. This solution effectively tackles the pressing challenges of privacy protection, reliability, and data traceability within current VEC systems. To enhance practicality, the protocol adopts a non-iterative and lightweight design, enabling efficient data exchange and low-latency cross-chain interaction in heterogeneous VEC systems. We demonstrate the feasibility and effectiveness of our protocol through extensive experimental data supported by theoretical analysis. The results show that the proposed protocol achieves competitive performance in computation cost, encryption latency, and cross-chain throughput, especially under increasing key sizes and node densities, confirming its efficiency and scalability in real-world vehicular deployments. © 1967-2012 IEEE.",2025,2026/2/28 18:29,2026/2/28 18:29,,,,,,,,,,,,,,,,,,,,,,Type: Article,<p>Cited by: 1</p>,,,Blockchain; Edge computing; Efficiency; Network security; Privacy preserving; Block-chain; Intelligent systems; Data Sharing; Privacy-preserving techniques; Trusted computing; Intelligent vehicle highway systems; Internet protocols; Ho-momorphic encryptions; Homomorphic-encryptions; Iterative methods; EDGE Networks; 'current; Electronic data interchange; Computing system; Relay chain; Vehicle to infrastructure; Computer privacy; Chains; Vehicle performance; Threshold homomorphic encryption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,averifiableprivacypreservingcrosschainprotocolfortrustedvehicleedgecomputing,10.0,4.0,3.0,3.0
QZKJKRST,journalArticle,2024,"Chen, Yu; Qiu, Yilun; Tang, Zhenyu; Long, Shuling; Zhao, Lingfeng; Tang, Zhong","Exploring the Synergy of Blockchain, IoT, and Edge Computing in Smart Traffic Management across Urban Landscapes",Journal of Grid Computing,,,10.1007/s10723-024-09762-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190626577&doi=10.1007%2Fs10723-024-09762-6&partnerID=40&md5=a1d6a3c571d35a6d6712040659edaf0b,"In the ever-evolving landscape of smart city transportation, effective traffic management remains a critical challenge. To address this, we propose a novel Smart Traffic Management System (STMS) Architecture algorithm that combines cutting-edge technologies, including Blockchain, IoT, edge computing, and reinforcement learning. STMS aims to optimize traffic flow, minimize congestion, and enhance transportation efficiency while ensuring data integrity, security, and decentralized decision-making. STMS integrates the Twin Delayed Deep Deterministic Policy Gradient (TD3) reinforcement learning algorithm with Blockchain technology to enable secure and transparent data sharing among traffic-related entities. Smart contracts are deployed on the Blockchain to automate the execution of predefined traffic rules, ensuring compliance and accountability. Integrating IoT sensors on vehicles, roadways, and traffic signals provides real-time traffic data, while edge nodes perform local traffic analysis and contribute to optimization. The algorithm’s decentralized decision-making empowers edge devices, traffic signals, and vehicles to interact autonomously, making informed decisions based on local data and predefined rules stored on the Blockchain. TD3 optimizes traffic signal timings, route suggestions, and traffic flow control, ensuring smooth transportation operations. STMSs holistic approach addresses traffic management challenges in smart cities by combining advanced technologies. By leveraging Blockchain’s immutability, IoT’s real-time insights, edge computing’s local intelligence, and TD3’s reinforcement learning capabilities, STMS presents a robust solution for achieving efficient and secure transportation systems. This research underscores the potential for innovative algorithms to revolutionize urban mobility, ushering in a new era of smart and sustainable transportation networks. © The Author(s), under exclusive licence to Springer Nature B.V. 2024.",2024,2026/2/28 18:29,2026/2/28 18:29,,,,,,,,,,,,,,,,,,,,,,Type: Article,<p>Cited by: 16</p>,,,Blockchain; IoT; Edge computing; Internet of things; Smart city; Reinforcement learning; TD3; Traffic management; Decision making; Block-chain; Smart devices; Real time systems; Learning algorithms; Reinforcement learnings; Traffic congestion; Urban transportation; Transportation routes; Traffic signals; Smart traffic; Decentralized decision-making; Traffic management systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exploringthesynergyofblockchainiotandedgecomputinginsmarttrafficmanagementacrossurbanlandscapes,10.0,4.0,3.0,3.0
X43U5T8S,journalArticle,2025,"Vakil, LM; Ahmad, RW; Nachouki, M; Shuja, J",A decentralized blockchain and IPFS-based framework for secure traceability in agricultural waste-to-energy conversion,CLUSTER COMPUTING-THE JOURNAL OF NETWORKS SOFTWARE TOOLS AND APPLICATIONS,,1386-7857,10.1007/s10586-025-05742-x,,"Emerging technologies, such as Cloud Computing, Edge Computing, the Internet of Things (IoT), and Artificial Intelligence (AI), play an essential role in enhancing the efficiency, automation, and intelligence of processes involved in converting agricultural waste into energy. Most existing strategies and technologies for managing agricultural waste-to-energy conversion suffer from inefficiencies due to their reliance on centralized systems, which inherently lack transparency, are vulnerable to data manipulation and single points of failure, and pose significant challenges for ensuring regulatory compliance and auditability. This article proposes a decentralized traceability framework leveraging blockchain and the Interplanetary File System (IPFS) to automate and secure stakeholder interactions across the waste-to-energy supply chain. The solution includes a blockchain-based bidding management system that addresses issues of bid manipulation and favoritism by ensuring all bids are transparently timestamped and recorded on-chain. Additionally, a smart contract-driven quality auditing mechanism ensures that only high-quality waste materials are accepted, with audit results stored immutably on the blockchain. The system ensures complete transparency, security, reliability, and traceability, contributing to a more sustainable waste-to-energy ecosystem. Evaluation results indicate that the proposed solution is cost-effective, secure, and scalable, with low gas consumption for smart contract operations, making it a reliable and sustainable alternative to centralized systems.",2025/10/17,2026/2/28 19:04,2026/2/28 19:04,,,,16,28,,,,,,,,,,English,,,,WOS:001597096900050,,,,<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;0<br/>Total Times Cited:&nbsp;&nbsp;0<br/>Cited Reference Count:&nbsp;&nbsp;54</p>,,,Blockchain; Security; Trust; Smart contracts; TECHNOLOGY; SYSTEM; MANAGEMENT; Supply chain; SUPPLY CHAIN; Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adecentralizedblockchainandipfsbasedframeworkforsecuretraceabilityinagriculturalwastetoenergyconversion,10.0,4.0,3.0,3.0
DD6FD35D,conferencePaper,2025,W. Yang; G. Zhang; Y. Pang; X. Li; S. Wang; Y. Gao; S. Bie,BAI2EPF: Blockchain and AI Bidirectionally Empowered Intelligent Equipment for Pet Feeding,2025 IEEE International Conference on Blockchain Technology and Information Security (ICBCTIS),,,10.1109/ICBCTIS66509.2025.11387687,,"Intelligent management of pet feeding is an important research direction in the field of smart home. However, the existing pet feeding equipment is generally affected by the risks of single point failure, data abuse and privacy leakage. To address the aforementioned challenges, we designs and implements a blockchain and AI bidirectionally empowered intelligent equipment for pet feeding. It employs a Raspberry Pi 4 as its edge computing core, integrating a YOLO object detection model to achieve real-time identification of pet positioning, feeding behaviors, and abnormal activities. A multi-node blockchain network is established using HyperLedger Fabric, and a encryption mechanism is adopted to secure data storage. A lightweight interactive interface developed through WeChat Mini Programs enables reliable data traceability and remote control. The experimental results show that by utilizing blockchain and IPFS, the size of pet behavior data stored on the blockchain was reduced by over 99%, while the blockchain itself ensures protection against data tampering and privacy breaches. Moreover, we use pigeon as experimental pet, which can monitor behaviors such as drinking water, eating, stillness, and flight, verifying the effectiveness of this article.",2025/12/5,2026/2/28 20:51,2026/2/28 20:51,,1月6日,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2025 IEEE International Conference on Blockchain Technology and Information Security (ICBCTIS),,,,Blockchain; Blockchains; Smart contracts; smart contract; Edge computing; edge computing; Encryption; Artificial intelligence; Reliability; Remote control; Smart homes; Social networking (online); YOLO; pet feeding equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025 IEEE International Conference on Blockchain Technology and Information Security (ICBCTIS),,,,,,,,,,,,,,,,bai2epfblockchainandaibidirectionallyempoweredintelligentequipmentforpetfeeding,10.0,4.0,3.0,3.0
W9KQ5LXT,conferencePaper,2023,Q. Guan; J. Lei; C. Wang; G. Geng; Y. Zhong; L. Fang; X. Huang; W. Luo,A Practical Framework of Blockchain in IoT Information Management,"2023 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",2577-1655,,10.1109/SMC53992.2023.10394183,,"In order to improve the security of IoT information systems, this paper proposes the Blockchain-based Framework for Securing IoT Information (BFSII), which is built on consortium blockchain and the edge IoT architectures. This paper addresses data security in smart hotels as a research scenario. The majority of data generated by IoT devices in smart hotels contains users' private information, which is susceptible to alteration and leakage during transmission and storage. The BFSII solution leverages the decentralized nature of blockchain to enhance data traceability and tamper-proof capabilities. And it uses edge IoT architecture and consortium blockchain to improve system operational efficiency. Sensitive data generated by IoT devices are protected in BFSII. The experiment's findings show that BFSII can boost smart hotel system security while maintaining operational effectiveness. The information management system of smart hotels is provided with an inventive and secure solution by the BFSII framework.",2023/10/1,2026/2/28 20:51,2026/2/28 20:51,,274-279,,,,,,,,,,,,,,,,,,,,"Journal Abbreviation: 2023 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",,,,Blockchain; IoT; Blockchains; Internet of Things; Distributed ledger; Data communication; Data security; Fabrics; Information management; Data Security; Privacy Protection; Information System; Smart Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2023 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",,,,,,,,,,,,,,,,apracticalframeworkofblockchaininiotinformationmanagement,10.0,4.0,3.0,3.0
HMSGI8G6,conferencePaper,2021,A. Al Sadawi; M. S. Hassan; M. Ndiaye,A Review on the Integration of Blockchain and IoT,"2020 International Conference on Communications, Signal Processing, and their Applications (ICCSPA)",,,10.1109/ICCSPA49915.2021.9385757,,"The Internet of things (IoT) is a rapidly growing technology that enhances people's interaction with each other and with their surroundings. It is also a key player behind the advancements in different sectors including healthcare, smart city, and logistics in addition to many other fields. In order to meet their design requirements, IoT uses various types of sensors, smart meters, RFIDs, and actuators resulting in networks of growing size and complexity. This comes at the price of raising scalability, security, authenticity, and reliability issues. Therefore, it is vital to thoroughly address the expected issues not to hurdle further evolution of IoT deployment. This is where blockchain fits. The emersion of blockchain technology promises to solve many IoT related issues. Blockchain's unique features of transparency, reliability, traceability, and security nominate it to play a pivotal role in improving IoT networks, resolving their issues, and facilitating their expansion. This paper explains the main problems facing IoT -based systems and the role of blockchains in addressing them. Additionally, it briefly surveys the current work in the literature on researches discussing the integration of IoT with blockchain.",2021/3/16,2026/2/28 20:53,2026/2/28 20:53,,1月6日,,,,,,,,,,,,,,,,,,,,"Journal Abbreviation: 2020 International Conference on Communications, Signal Processing, and their Applications (ICCSPA)",,,,Blockchain; IoT; Security; blockchain; Internet of Things; Smart cities; Complexity theory; Reliability; Smart meters; integration; challenges; performance; enhance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2020 International Conference on Communications, Signal Processing, and their Applications (ICCSPA)",,,,,,,,,,,,,,,,areviewontheintegrationofblockchainandiot,10.0,4.0,3.0,3.0
W98ZB9TB,conferencePaper,2023,S. N; Aashima; S. Khan; R. Chauhan; I. Muda; U. B. Gohatre,A Critical Investigation in Analysing the Design and Implementation of Internet of Things and Blockchain Systems for Industry 4.0,2023 IEEE International Conference on ICT in Business Industry & Government (ICTBIG),,,10.1109/ICTBIG59752.2023.10456132,,"The Internet of Things (IoT) is gaining importance in the recent digital environment as it enables in enhancing the productivity and output of the organisation. Business enterprises are focusing to achieve competitive advantage by using the digital tools to their advantage. The IoT enables in applying different sensors which support the users in collecting the information, analyse the pattern and forecast for achieving sustainable growth and development. It has been regarded that there is a growing demand for energy consumption in the world and is expected to grow by more than 38% in the next two decades and hence companies, individuals and government are looking to implement novel methods like blockchain, edge computing and other tools in order to measure the current and future requirements, enhance interaction between energy providers and consumers so as to satisfy the needs. The usage of blockchain and edge computing foster the necessary data analysis, prepare dashboard reports and support in quick decision making. In the present conditions, it has been stated that IoT can support in the overall connectivity with the smart grid connectivity, overall automation of various functions which can support in reducing the energy bills. This study is focused in using descriptive research for analysing the key determinants of IoT and Blockchain in the organisation, the analysis states that IoT and blockchain technology supports in enhancing scalability and efficiency, achieve overall effectiveness of information flows and support the traceability and interoperability for better decision making.",2023/12/8,2026/2/28 20:55,2026/2/28 20:55,,1月6日,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2023 IEEE International Conference on ICT in Business Industry & Government (ICTBIG),,,,Blockchains; Internet of Things; Blockchain technology; Edge computing; Real-time systems; Scalability; Smart grids; Decision making; Productivity; Government; Environmental protection; Analysis of Variance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023 IEEE International Conference on ICT in Business Industry & Government (ICTBIG),,,,,,,,,,,,,,,,acriticalinvestigationinanalysingthedesignandimplementationofinternetofthingsandblockchainsystemsforindustry40,10.0,4.0,3.0,3.0
6MIPT4G4,conferencePaper,2025,S. M. Imtiaz; T. Charan; R. Sumanth; T. Praveen; T. Sekhar; B. Sowjanya,"IoT-Enabled E-Commerce Platform Integrating Blockchain and AI for Secure, Transparent, and Sustainable Organic Trade",2025 5th International Conference on Pervasive Computing and Social Networking (ICPCSN),,,10.1109/ICPCSN65854.2025.11035746,,"The growing demand for organic products requires reliable mechanisms for authenticity verification and supply chain transparency, as conventional e-commerce platforms face challenges like fraudulent labeling, misrepresentation, and inefficiencies. This study introduces an IoT-driven e-commerce platform that integrates smart sensors, blockchain authentication, and AI-driven cloud analytics to enhance traceability and consumer trust. IoT sensors deployed in farms, storage, and transportation units monitor temperature, humidity, and pesticide levels in real time to ensure compliance with organic standards. Blockchain technology establishes an immutable certification ledger, preventing fraud and securing transaction integrity. Experimental results indicate 40% reduction in verification latency, 92% fraud detection accuracy, and 88% improvement in supply chain scalability, outperforming traditional certification methods. AI-based analytics optimize demand forecasting with 87% accuracy, while blockchain transaction success rates range from 96% to 99%, ensuring secure authentication. Comparative analysis shows a 15% improvement in verification speed and a 17% reduction in operational costs due to automated compliance validation and real-time monitoring. User engagement analysis reveals a 78% interaction rate with blockchain-backed certification records, strengthening consumer confidence in organic authenticity. Despite scalability and computational challenges, this IoT-blockchain framework enhances trust, transparency, and regulatory compliance, making it a secure and sustainable solution for organic trade.",2025/5/14,2026/2/28 20:56,2026/2/28 20:56,,1140-1148,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2025 5th International Conference on Pervasive Computing and Social Networking (ICPCSN),,,,Blockchains; Supply chains; Authentication; blockchain technology; Real-time systems; Temperature sensors; Artificial intelligence; Scalability; AI-driven analytics; Intelligent sensors; sustainability; Electronic commerce; Certification; supply chain transparency; IoT-driven e-commerce; organic product authenticity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025 5th International Conference on Pervasive Computing and Social Networking (ICPCSN),,,,,,,,,,,,,,,,iotenabledecommerceplatformintegratingblockchainandaiforsecuretransparentandsustainableorganictrade,10.0,4.0,3.0,3.0
RFHABB6N,conferencePaper,2025,R. Jain; U. Mamodiya; F. Sheikh; A. Avasthi; B. Kanwer,Artificial Intelligence and Edge-IoT Security in a Smart City Infrequent,"2025 8th International Conference on Emerging Technologies in Computer Engineering: Advances in Computing, Healthcare and Smart Systems (ICETCE)",,,10.1109/ICETCE66848.2025.11387834,,"Smart cities are increasingly reliant on the Internet of Things (IoT) in the form of interconnected devices that enable intelligent services across all aspects of the smart city, from traffic management to energy distribution. By their very nature, IoT networks are challenging to secure because IoT devices are heterogeneous devices with a distributed network architecture, and they often operate in energy-saving mode, where they undertake infrequent or sporadic communication due to the nature of their intermittent connection or because of event-driven triggers. Smart cities leverage advanced high-speed communication networks (e.g., C-ITS, 5G, etc.), but traditional, centralized security approaches cannot provide trust, data integrity, and resilience in these situations. Thus, this paper discusses how we may apply blockchain to the area of edge-based IoT frameworks to create a more trustworthy and secure smart city based on infrequent IoT interaction. As smart cities explore the possible uses of IoT devices, there is the notion we need to overcome, in fact, the unique area of infrequent, yet catastrophic, security threats that could manifest in a smart city by compromising health services, transport systems, and electrical grids.. This study investigates the role of artificial intelligence (AI) in addressing vulnerabilities in a decentralized smart city using Edge-IoT architecture. Using different benchmarking datasets such as NSL-KDD, CICIDS-2017 and IoT-23, we examine anomaly detection approaches, intrusion prevention mechanisms, and resiliency against sparse attacks. Blockchain provides a public, tamper-proof recorded ledger of infrequent device events and transactions, while edge computing makes both the real-time, on-site processing and access control much closer to data source of origin, while reducing latency and vendor dependency on cloud-based infrastructures. We detail the architecture issues, such as lightweight consensus mechanisms with resource-constrained nodes, and present a hybrid edge-blockchain diagram with a design for infrequent data exchanges. We also consider security issues, including authentication, data provenance, and resiliency in the context of attacks under specific sparse and critical, IoT communications such as emergency alerts, monitoring unique anomalies in infrastructure, etc. The proposed architecture identifies opportunities for scalability, specifying secure, smart city innovation with reliability and integrity as foundational components, even if just through a low frequency of communication.",2025/11/21,2026/2/28 20:56,2026/2/28 20:56,,202-208,,,,,,,,,,,,,,,,,,,,"Journal Abbreviation: 2025 8th International Conference on Emerging Technologies in Computer Engineering: Advances in Computing, Healthcare and Smart Systems (ICETCE)",,,,Internet of Things; Smart cities; Computer architecture; Resilience; Artificial intelligence; Scalability; Sustainable development; Artificial Intelligence; Technological innovation; Soft sensors; Smart systems; Sustainable Development; Data Analysis; CICIDS-2017; IoT-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025 8th International Conference on Emerging Technologies in Computer Engineering: Advances in Computing, Healthcare and Smart Systems (ICETCE)",,,,,,,,,,,,,,,,artificialintelligenceandedgeiotsecurityinasmartcityinfrequent,10.0,4.0,3.0,3.0
